PAGEBY1,PAGEBY2,ACCTTREE LEVEL02,ACCTTREE L02,ACCTTREE LEVEL03,ACCTTREE LEVEL04,ACCTTREE LEVEL05,ACCTTREE LEVEL06,ACCT,MTREF,MTREF VALUE,MTREF VALUE DESC,ACCT CODE,DESC,DESC,BUDGET,ACTUALS,ENCUMB,BAE CODE,SPDTYPE CODE,SPDTYPE DESC,FND,ORG,PGM,BU PC,PROJ,ACT,SUB,EPC,EXP PURPOSE DESC,POSN,JB CODE,JB DESC,REF,PO,INV ID,INV DATE,PAYCHECK NUM,VNDR,SRC,LN#,JRNL ID,JRNL DATE,FY,PD,POSTED DATE,PET OPER ID,PET DATE,PET SEQ NUM
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,421.8,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,8/10/2019 0:00,7331932, ,PAY,1133,PAY1498894,8/23/2019 0:00,2020,2,8/16/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,449.55,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,8/24/2019 0:00,7365048, ,PAY,1050,PAY1502587,9/6/2019 0:00,2020,3,8/30/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,327.45,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,9/7/2019 0:00,7371483, ,PAY,1048,PAY1505489,9/20/2019 0:00,2020,3,9/13/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,260.85,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,9/21/2019 0:00,7407805, ,PAY,1089,PAY1509053,10/4/2019 0:00,2020,4,9/27/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,260.85,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,10/5/2019 0:00,7415679, ,PAY,1112,PAY1512579,10/18/2019 0:00,2020,4,10/11/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,260.85,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,10/19/2019 0:00,7452792, ,PAY,1140,PAY1515768,11/1/2019 0:00,2020,5,10/28/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,244.2,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,11/2/2019 0:00,7461354, ,PAY,1156,PAY1519190,11/15/2019 0:00,2020,5,11/8/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,266.4,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,11/16/2019 0:00,7498722, ,PAY,1156,PAY1522359,11/29/2019 0:00,2020,5,11/22/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,260.85,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,11/30/2019 0:00,7507017, ,PAY,1053,PAY1524813,12/13/2019 0:00,2020,6,12/6/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,266.4,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,12/14/2019 0:00,7544151, ,PAY,1097,PAY1527898,12/27/2019 0:00,2020,6,12/20/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,240,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,1/11/2020 0:00,7555281, ,PAY,778,PAY1532551,1/24/2020 0:00,2020,7,1/17/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,288,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,1/25/2020 0:00,7589498, ,PAY,1090,PAY1535683,2/7/2020 0:00,2020,8,1/31/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,276,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,2/8/2020 0:00,7597431, ,PAY,1138,PAY1538714,2/21/2020 0:00,2020,8,2/14/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,288,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,2/22/2020 0:00,7634804, ,PAY,1152,PAY1541687,3/6/2020 0:00,2020,9,2/28/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,282,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,3/7/2020 0:00,7643129, ,PAY,1187,PAY1544633,3/20/2020 0:00,2020,9,3/13/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,324,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,3/21/2020 0:00,7680631, ,PAY,1130,PAY1547279,4/3/2020 0:00,2020,10,3/27/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,360,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,4/4/2020 0:00,7694984, ,PAY,1045,PAY1550206,4/17/2020 0:00,2020,10,4/10/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,360,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,4/18/2020 0:00,7732726, ,PAY,1037,PAY1553712,5/1/2020 0:00,2020,11,4/24/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,360,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,5/2/2020 0:00,7740483, ,PAY,970,PAY1557111,5/15/2020 0:00,2020,11,5/8/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,360,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,5/16/2020 0:00,7776986, ,PAY,930,PAY1560512,5/29/2020 0:00,2020,11,5/22/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,360,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,5/30/2020 0:00,7782694, ,PAY,774,PAY1563664,6/12/2020 0:00,2020,12,6/5/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,360,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,6/13/2020 0:00,7811937, ,PAY,863,PAY1567400,6/26/2020 0:00,2020,12,6/22/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,600,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,6/27/2020 0:00,7815349, ,PAY,896,PAY1572362,7/10/2020 0:00,2021,1,7/6/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,600,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,7/11/2020 0:00,7819065, ,PAY,899,PAY1576750,7/24/2020 0:00,2021,1,7/17/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,360,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,8/8/2020 0:00,7851835, ,PAY,913,PAY1581975,8/21/2020 0:00,2021,2,8/14/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,360,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,8/27/2020 0:00,7886182, ,PAY,396,PAY1586261,9/4/2020 0:00,2021,3,9/3/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,486,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,9/5/2020 0:00,7888689, ,PAY,889,PAY1587530,9/18/2020 0:00,2021,3,9/11/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,432,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,9/19/2020 0:00,7923325, ,PAY,914,PAY1590170,10/2/2020 0:00,2021,4,9/25/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,405,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,10/3/2020 0:00,7929633, ,PAY,882,PAY1592928,10/16/2020 0:00,2021,4,10/9/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,405,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,10/17/2020 0:00,7964994, ,PAY,928,PAY1595594,10/30/2020 0:00,2021,4,10/23/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,405,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,10/31/2020 0:00,7971371, ,PAY,936,PAY1598629,11/13/2020 0:00,2021,5,11/6/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,418.5,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,11/14/2020 0:00,8006670, ,PAY,984,PAY1601150,11/27/2020 0:00,2021,5,11/20/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,405,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,11/28/2020 0:00,8012981, ,PAY,933,PAY1603663,12/11/2020 0:00,2021,6,12/4/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,405,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,718604,4101,STUDENT ASST I, , , ,12/12/2020 0:00,8048667, ,PAY,963,PAY1606554,12/24/2020 0:00,2021,6,12/22/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,99.75,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,6/29/2019 0:00,7290107, ,PAY,1180,PAY1487083,6/30/2019 0:00,2019,996,7/8/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,91.2,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,9/21/2019 0:00,7407419, ,PAY,1089,PAY1509053,10/4/2019 0:00,2020,4,9/27/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,57,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,10/5/2019 0:00,7415295, ,PAY,1112,PAY1512579,10/18/2019 0:00,2020,4,10/11/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,94.05,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,10/19/2019 0:00,7452384, ,PAY,1140,PAY1515768,11/1/2019 0:00,2020,5,10/28/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,122.55,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,11/2/2019 0:00,7460948, ,PAY,1156,PAY1519190,11/15/2019 0:00,2020,5,11/8/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,139.65,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,11/16/2019 0:00,7498310, ,PAY,1156,PAY1522359,11/29/2019 0:00,2020,5,11/22/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,79.8,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,12/14/2019 0:00,7543744, ,PAY,1097,PAY1527898,12/27/2019 0:00,2020,6,12/20/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,60,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,1/25/2020 0:00,7589141, ,PAY,1090,PAY1535683,2/7/2020 0:00,2020,8,1/31/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,90,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,2/8/2020 0:00,7597037, ,PAY,1138,PAY1538714,2/21/2020 0:00,2020,8,2/14/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,108,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,2/22/2020 0:00,7634407, ,PAY,1152,PAY1541687,3/6/2020 0:00,2020,9,2/28/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,84,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,3/7/2020 0:00,7642723, ,PAY,1187,PAY1544633,3/20/2020 0:00,2020,9,3/13/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,360,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,3/21/2020 0:00,7680215, ,PAY,1130,PAY1547279,4/3/2020 0:00,2020,10,3/27/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,252,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,4/4/2020 0:00,7694605, ,PAY,1045,PAY1550206,4/17/2020 0:00,2020,10,4/10/2020 0:00, ,, 
